Source,Destination,Distance(M)
City_14,City_40,720066
City_14,City_11,746442
City_14,City_23,1106592
City_14,City_4,474301
City_14,City_25,1152405
City_14,City_15,1886798
City_14,City_27,1189359
City_14,City_55,1140660
City_14,City_39,1319722
City_14,City_49,1781151
City_14,City_17,1863975
City_14,City_38,1474406
City_14,City_0,1340766
City_14,City_1,1321468
City_14,City_22,1064850
City_14,City_2,1317115
City_14,City_18,1871416
City_14,City_50,1781355
City_14,City_60,1201411
City_14,City_7,1411245
City_14,City_61,1788969
City_37,City_24,241490
City_37,City_47,976819
City_37,City_31,176150
City_37,City_54,1949687
City_37,City_53,1963584
City_37,City_19,1456675
City_37,City_12,999602
City_37,City_46,1138322
City_37,City_45,1139339
City_37,City_51,884232
City_37,City_6,1786879
City_37,City_20,1478040
City_37,City_56,1735293
City_37,City_35,1252402
City_37,City_48,1163444
City_37,City_57,1779430
City_37,City_58,1730188
City_37,City_42,865135
City_37,City_13,1417964
City_37,City_14,1417343
City_37,City_30,319200
City_37,City_5,2089853
City_37,City_41,1267486
City_37,City_52,1758024
City_37,City_26,684462
City_37,City_21,1589241
City_37,City_28,227874
City_37,City_36,842800
City_37,City_44,1125217
City_37,City_43,1123990
City_37,City_10,754946
City_37,City_32,656941
City_37,City_33,652525
City_37,City_3,1923432
City_37,City_9,1075270
City_37,City_34,1245315
City_37,City_59,1472772
City_37,City_16,1386872
City_37,City_29,217807
City_37,City_8,400434
City_37,City_40,1246154
City_37,City_11,770807
City_37,City_23,336005
City_37,City_4,1322096
City_37,City_25,286840
City_37,City_15,1345763
City_37,City_27,251651
City_37,City_55,1789275
City_37,City_39,201012
City_37,City_49,508004
City_37,City_17,1382244
City_37,City_38,68477
City_37,City_0,136101
City_37,City_1,175382
City_37,City_22,374325
City_37,City_2,155515
City_37,City_18,1369140
City_37,City_50,463788
City_37,City_60,2295862
City_37,City_7,2039913
City_37,City_61,514547
City_30,City_24,122102
City_30,City_47,1014823
City_30,City_31,153640
City_30,City_54,1650237
City_30,City_53,1664134
City_30,City_19,1587059
City_30,City_12,664702
City_30,City_46,1041386
City_30,City_45,1042403
City_30,City_51,1166521
City_30,City_6,1576636
City_30,City_20,1608424
City_30,City_56,1525050
City_30,City_35,943711
City_30,City_48,1189833
City_30,City_57,1569187
City_30,City_58,1519945
City_30,City_42,667922
City_30,City_13,1085967
City_30,City_14,1086649
City_30,City_37,321370
City_30,City_5,1790403
City_30,City_41,1011796
City_30,City_52,1720141
City_30,City_26,366538
City_30,City_21,1620100
City_30,City_28,102214
City_30,City_36,553120
City_30,City_44,885126
City_30,City_43,887728
City_30,City_10,446255
City_30,City_32,728312
City_30,City_33,712312
City_30,City_3,1614741
City_30,City_9,811223
City_30,City_34,936624
City_30,City_59,1217251
City_30,City_16,1522594
City_30,City_29,125187
City_30,City_8,204152
City_30,City_40,990464
City_30,City_11,506760
City_30,City_23,156307
City_30,City_4,990570
City_30,City_25,148932
City_30,City_15,1476147
City_30,City_27,134852
City_30,City_55,1489825
City_30,City_39,300384
City_30,City_49,790293
City_30,City_17,1514861
City_30,City_38,377787
City_30,City_0,252715
City_30,City_1,233417
City_30,City_22,138885
City_30,City_2,229064
City_30,City_18,1499524
City_30,City_50,746077
City_30,City_60,2031997
City_30,City_7,1829670
City_30,City_61,796836
City_5,City_24,1855238
City_5,City_47,2438307
City_5,City_31,1940562
City_5,City_54,545225
City_5,City_53,532257
City_5,City_19,3172100
City_5,City_12,1331445
City_5,City_46,2345501
City_5,City_45,2346415
City_5,City_51,2911617
City_5,City_6,2651288
City_5,City_20,3174401
City_5,City_56,2703691
City_5,City_35,1104003
City_5,City_48,2577047
City_5,City_57,2750262
City_5,City_58,2685203
City_5,City_42,2074417
City_5,City_13,1437924
City_5,City_14,1440534
City_5,City_37,2090203
City_5,City_30,1788234
City_5,City_41,2107527
City_5,City_52,3025078
City_5,City_26,1556223
City_5,City_21,3024138
City_5,City_28,1889136
City_5,City_36,1562032
City_5,City_44,1980857
City_5,City_43,1983459
City_5,City_10,1422782
City_5,City_32,2296715
City_5,City_33,2276896
City_5,City_3,1597620
City_5,City_9,932235
City_5,City_34,1168716
City_5,City_59,2045862
City_5,City_16,3072142
City_5,City_29,1912109
City_5,City_8,1880154
City_5,City_40,2086195
City_5,City_11,1369237
City_5,City_23,1862520
City_5,City_4,987180
City_5,City_25,1910287
City_5,City_15,3066389
City_5,City_27,1898057
City_5,City_55,302884
City_5,City_39,2077604
City_5,City_49,2577215
City_5,City_17,3064409
City_5,City_38,2146620
City_5,City_0,2001917
City_5,City_1,1982619
City_5,City_22,1822732
City_5,City_2,1978266
City_5,City_18,3071850
City_5,City_50,2532999
City_5,City_60,2595109
City_5,City_7,2838426
City_5,City_61,2583758
City_41,City_24,1126494
City_41,City_47,747204
City_41,City_31,1115026
City_41,City_54,1965787
City_41,City_53,1979684
City_41,City_19,1480997
City_41,City_12,805247
City_41,City_46,552461
City_41,City_45,553375
City_41,City_51,1447277
City_41,City_6,643171
City_41,City_20,1483298
City_41,City_56,695574
City_41,City_35,1008152
City_41,City_48,784007
City_41,City_57,742145
City_41,City_58,677086
City_41,City_42,463142
City_41,City_13,709612
City_41,City_14,709308
City_41,City_37,1262911
City_41,City_30,1012944
City_41,City_5,2105953
City_41,City_52,1082760
City_41,City_26,779565
City_41,City_21,1250559
City_41,City_28,1065329
City_41,City_36,622947
City_41,City_44,187817
City_41,City_43,190419
City_41,City_10,838896
City_41,City_32,817647
City_41,City_33,797828
City_41,City_3,1149710
City_41,City_9,1404619
City_41,City_34,942298
City_41,City_59,342556
City_41,City_16,1338559
City_41,City_29,1083266
City_41,City_8,883718
City_41,City_40,26742
City_41,City_11,1102128
City_41,City_23,939709
City_41,City_4,1138771
City_41,City_25,996509
City_41,City_15,1396129
City_41,City_27,1033463
City_41,City_55,1805375
City_41,City_39,1106647
City_41,City_49,1363684
City_41,City_17,1373306
City_41,City_38,1305304
City_41,City_0,1222498
City_41,City_1,1203539
City_41,City_22,905135
City_41,City_2,1200630
City_41,City_18,1380747
City_41,City_50,1391372
City_41,City_60,1165646
City_41,City_7,861933
City_41,City_61,1371502
City_52,City_24,1826197
City_52,City_47,804635
City_52,City_31,1791315
City_52,City_54,2891005
City_52,City_53,2904902
City_52,City_19,1042564
City_52,City_12,1730465
City_52,City_46,691248
City_52,City_45,680819
City_52,City_51,1422572
City_52,City_6,574354
City_52,City_20,1024323
City_52,City_56,400211
City_52,City_35,1968275
City_52,City_48,603409
City_52,City_57,395365
City_52,City_58,416247
City_52,City_42,1075002
City_52,City_13,1671399
City_52,City_14,1671095
City_52,City_37,1757867
City_52,City_30,1728970
City_52,City_5,3031171
City_52,City_41,1082273
City_52,City_26,1704783
City_52,City_21,512315
City_52,City_28,1747338
City_52,City_36,1548165
City_52,City_44,1064726
City_52,City_43,1065141
City_52,City_10,1764114
City_52,City_32,1134845
City_52,City_33,1114113
City_52,City_3,1915608
City_52,City_9,2329837
City_52,City_34,1902421
City_52,City_59,1102125
City_52,City_16,881790
City_52,City_29,1755815
City_52,City_8,1569443
City_52,City_40,1063665
City_52,City_11,2027346
City_52,City_23,1628868
City_52,City_4,2082940
City_52,City_25,1653411
City_52,City_15,982347
City_52,City_27,1690365
City_52,City_55,2730593
City_52,City_39,1628707
City_52,City_49,1612013
City_52,City_17,920678
City_52,City_38,1750707
City_52,City_0,1820195
City_52,City_1,1841140
City_52,City_22,1604144
City_52,City_2,1821273
City_52,City_18,954651
City_52,City_50,1639701
City_52,City_60,1590721
City_52,City_7,672002
City_52,City_61,1619831
City_26,City_24,482152
City_26,City_47,1035385
City_26,City_31,516971
City_26,City_54,1421738
City_26,City_53,1435635
City_26,City_19,1647956
City_26,City_12,326173
City_26,City_46,1014838
City_26,City_45,1015752
City_26,City_51,1359400
City_26,City_6,1397443
City_26,City_20,1663106
City_26,City_56,1435840
City_26,City_35,667121
City_26,City_48,1197840
City_26,City_57,1482411
City_26,City_58,1417352
City_26,City_42,655052
City_26,City_13,758491
City_26,City_14,757870
City_26,City_37,684701
City_26,City_30,365793
City_26,City_5,1561904
City_26,City_41,778581
City_26,City_52,1694415
City_26,City_21,1628107
City_26,City_28,467274
City_26,City_36,183327
City_26,City_44,651911
City_26,City_43,654513
City_26,City_10,119606
City_26,City_32,770384
City_26,City_33,750565
City_26,City_3,1299758
City_26,City_9,677070
City_26,City_34,640704
City_26,City_59,860960
City_26,City_16,1560847
City_26,City_29,486545
City_26,City_8,373915
City_26,City_40,757249
City_26,City_11,372607
City_26,City_23,379171
City_26,City_4,717953
City_26,City_25,424984
City_26,City_15,1540058
City_26,City_27,461938
City_26,City_55,1261326
City_26,City_39,592301
City_26,City_49,1098150
City_26,City_17,1553114
City_26,City_38,741118
City_26,City_0,624443
City_26,City_1,605484
City_26,City_22,337429
City_26,City_2,602575
City_26,City_18,1551427
City_26,City_50,1053934
City_26,City_60,1675706
City_26,City_7,1602199
City_26,City_61,1104693
City_21,City_24,1728446
City_21,City_47,605748
City_21,City_31,1642015
City_21,City_54,2881709
City_21,City_53,2895606
City_21,City_19,577807
City_21,City_12,1721169
City_21,City_46,711069
City_21,City_45,709262
City_21,City_51,1049186
City_21,City_6,1049838
City_21,City_20,559566
City_21,City_56,883792
City_21,City_35,1958979
City_21,City_48,477235
City_21,City_57,878946
City_21,City_58,899828
City_21,City_42,967259
City_21,City_13,1791223
City_21,City_14,1790602
City_21,City_37,1589205
City_21,City_30,1621683
City_21,City_5,3021875
City_21,City_41,1250860
City_21,City_52,513160
City_21,City_26,1629948
City_21,City_28,1640051
City_21,City_36,1488595
City_21,City_44,1075110
City_21,City_43,1075525
City_21,City_10,1733973
City_21,City_32,966183
City_21,City_33,967715
City_21,City_3,2356571
City_21,City_9,2268435
City_21,City_34,1893125
City_21,City_59,1593870
City_21,City_16,453327
City_21,City_29,1648528
City_21,City_8,1462156
City_21,City_40,1229528
City_21,City_11,1963972
City_21,City_23,1521581
City_21,City_4,2073644
City_21,City_25,1546124
City_21,City_15,551937
City_21,City_27,1583078
City_21,City_55,2721297
City_21,City_39,1487245
City_21,City_49,1368867
City_21,City_17,492215
City_21,City_38,1582045
City_21,City_0,1651533
City_21,City_1,1672478
City_21,City_22,1496857
City_21,City_2,1652611
City_21,City_18,526188
City_21,City_50,1396555
City_21,City_60,2066205
City_21,City_7,1160275
City_21,City_61,1376685
City_28,City_24,112751
City_28,City_47,1041848
City_28,City_31,59753
City_28,City_54,1760316
City_28,City_53,1774213
City_28,City_19,1555278
City_28,City_12,782550
City_28,City_46,1068411
City_28,City_45,1069428
City_28,City_51,1072634
City_28,City_6,1610599
City_28,City_20,1576643
City_28,City_56,1559013
City_28,City_35,1035350
City_28,City_48,1216858
City_28,City_57,1603150
City_28,City_58,1553908
City_28,City_42,701885
City_28,City_13,1200912
City_28,City_14,1200291
City_28,City_37,227483
City_28,City_30,111609
City_28,City_5,1900482
City_28,City_41,1063505
City_28,City_52,1747166
City_28,City_26,467410
City_28,City_21,1647125
City_28,City_36,625748
City_28,City_44,921236
City_28,City_43,920009
City_28,City_10,537894
City_28,City_32,715929
City_28,City_33,700107
City_28,City_3,1706380
City_28,City_9,885899
City_28,City_34,1028263
City_28,City_59,1276236
City_28,City_16,1485475
City_28,City_29,26898
City_28,City_8,196453
City_28,City_40,1042173
City_28,City_11,581436
City_28,City_23,140439
City_28,City_4,1082209
City_28,City_25,103951
City_28,City_15,1444366
City_28,City_27,68982
City_28,City_55,1599904
City_28,City_39,234514
City_28,City_49,696406
City_28,City_17,1480847
City_28,City_38,283900
City_28,City_0,167225
City_28,City_1,148266
City_28,City_22,170002
City_28,City_2,145357
City_28,City_18,1467743
City_28,City_50,652190
City_28,City_60,2090982
City_28,City_7,1863633
City_28,City_61,702949
City_36,City_24,655001
City_36,City_47,892028
City_36,City_31,676948
City_36,City_54,1421113
City_36,City_53,1435010
City_36,City_19,1625821
City_36,City_12,258065
City_36,City_46,858414
City_36,City_45,859328
City_36,City_51,1380155
City_36,City_6,1227013
City_36,City_20,1628122
City_36,City_56,1279416
City_36,City_35,579790
City_36,City_48,1054483
City_36,City_57,1325987
City_36,City_58,1260928
City_36,City_42,528138
City_36,City_13,599008
City_36,City_14,598387
City_36,City_37,844678
City_36,City_30,538642
City_36,City_5,1561279
City_36,City_41,622157
City_36,City_52,1537991
City_36,City_26,184795
City_36,City_21,1484750
City_36,City_28,627251
City_36,City_44,495487
City_36,City_43,498089
City_36,City_10,260287
City_36,City_32,766248
City_36,City_33,746429
City_36,City_3,1178487
City_36,City_9,852998
City_36,City_34,555261
City_36,City_59,701477
City_36,City_16,1525863
City_36,City_29,646522
City_36,City_8,522835
City_36,City_40,600825
City_36,City_11,545456
City_36,City_23,533281
City_36,City_4,664580
City_36,City_25,579094
City_36,City_15,1517114
City_36,City_27,616048
City_36,City_55,1260701
City_36,City_39,746411
City_36,City_49,1207840
City_36,City_17,1518130
City_36,City_38,901095
City_36,City_0,784420
City_36,City_1,765461
City_36,City_22,491539
City_36,City_2,762552
City_36,City_18,1525571
City_36,City_50,1208044
City_36,City_60,1516223
City_36,City_7,1445775
City_36,City_61,1215658
City_44,City_24,1001466
City_44,City_47,571031
City_44,City_31,973690
City_44,City_54,1840759
City_44,City_53,1854656
City_44,City_19,1304824
City_44,City_12,680219
City_44,City_46,376288
City_44,City_45,377202
City_44,City_51,1289607
City_44,City_6,795086
City_44,City_20,1307125
City_44,City_56,807966
City_44,City_35,918029
City_44,City_48,607834
City_44,City_57,852103
City_44,City_58,802861
City_44,City_42,305472
City_44,City_13,730593
City_44,City_14,729972
City_44,City_37,1121575
City_44,City_30,887916
City_44,City_5,1980925
City_44,City_41,190230
City_44,City_52,1055865
City_44,City_26,654537
City_44,City_21,1074386
City_44,City_28,923993
City_44,City_36,497919
City_44,City_43,2818
City_44,City_10,713868
City_44,City_32,659977
City_44,City_33,640158
City_44,City_3,1295941
City_44,City_9,1279591
City_44,City_34,852175
City_44,City_59,533240
City_44,City_16,1162386
City_44,City_29,941930
City_44,City_8,742382
City_44,City_40,168898
City_44,City_11,977100
City_44,City_23,798373
City_44,City_4,1032694
City_44,City_25,855173
City_44,City_15,1219956
City_44,City_27,892127
City_44,City_55,1680347
City_44,City_39,948977
City_44,City_49,1206014
City_44,City_17,1197133
City_44,City_38,1163968
City_44,City_0,1081162
City_44,City_1,1062203
City_44,City_22,763799
City_44,City_2,1059294
City_44,City_18,1204574
City_44,City_50,1233702
City_44,City_60,1356330
City_44,City_7,1013848
City_44,City_61,1213832
City_43,City_24,1001726
City_43,City_47,573204
City_43,City_31,971703
City_43,City_54,1841019
City_43,City_53,1854916
City_43,City_19,1306997
City_43,City_12,680479
City_43,City_46,378461
City_43,City_45,379375
City_43,City_51,1287620
City_43,City_6,795346
City_43,City_20,1309298
City_43,City_56,810139
City_43,City_35,918289
City_43,City_48,610007
City_43,City_57,854276
City_43,City_58,805034
City_43,City_42,303485
City_43,City_13,730853
City_43,City_14,730232
City_43,City_37,1119588
City_43,City_30,888176
City_43,City_5,1981185
City_43,City_41,190490
City_43,City_52,1058038
City_43,City_26,654797
City_43,City_21,1076559
City_43,City_28,922006
City_43,City_36,498179
City_43,City_44,3808
City_43,City_10,714128
City_43,City_32,657990
City_43,City_33,638171
City_43,City_3,1296201
City_43,City_9,1279851
City_43,City_34,852435
City_43,City_59,533500
City_43,City_16,1164559
City_43,City_29,939943
City_43,City_8,740395
City_43,City_40,169158
City_43,City_11,977360
City_43,City_23,796386
City_43,City_4,1032954
City_43,City_25,853186
City_43,City_15,1222129
City_43,City_27,890140
City_43,City_55,1680607
City_43,City_39,946990
City_43,City_49,1204027
City_43,City_17,1199306
City_43,City_38,1161981
City_43,City_0,1079175
City_43,City_1,1060216
City_43,City_22,761812
City_43,City_2,1057307
City_43,City_18,1206747
City_43,City_50,1231715
City_43,City_60,1356590
City_43,City_7,1014108
City_43,City_61,1211845
City_10,City_24,572710
City_10,City_47,1137796
City_10,City_31,588170
City_10,City_54,1285669
City_10,City_53,1299566
City_10,City_19,1762767
City_10,City_12,263154
City_10,City_46,1076071
City_10,City_45,1076985
City_10,City_51,1474211
City_10,City_6,1442953
City_10,City_20,1777917
City_10,City_56,1495356
City_10,City_35,579239
City_10,City_48,1300251
City_10,City_57,1541927
City_10,City_58,1476868
City_10,City_42,773906
City_10,City_13,684419
City_10,City_14,683798
City_10,City_37,755900
City_10,City_30,446128
City_10,City_5,1425835
City_10,City_41,838097
City_10,City_52,1755648
City_10,City_26,118817
City_10,City_21,1730518
City_10,City_28,538473
City_10,City_36,261521
City_10,City_44,711427
City_10,City_43,714029
City_10,City_32,885195
City_10,City_33,865376
City_10,City_3,1250269
City_10,City_9,600592
City_10,City_34,572152
City_10,City_59,875881
City_10,City_16,1675658
City_10,City_29,557744
City_10,City_8,479422
City_10,City_40,816765
City_10,City_11,270345
City_10,City_23,484678
City_10,City_4,626002
City_10,City_25,530491
City_10,City_15,1654869
City_10,City_27,555951
City_10,City_55,1125257
City_10,City_39,697808
City_10,City_49,1203657
City_10,City_17,1667925
City_10,City_38,812317
City_10,City_0,719389
City_10,City_1,700091
City_10,City_22,442936
City_10,City_2,695738
City_10,City_18,1666238
City_10,City_50,1159441
City_10,City_60,1690627
City_10,City_7,1661715
City_10,City_61,1210200
City_32,City_24,771642
City_32,City_47,352394
City_32,City_31,685211
City_32,City_54,2152917
City_32,City_53,2166814
City_32,City_19,896618
City_32,City_12,989869
City_32,City_46,533195
City_32,City_45,531388
City_32,City_51,637361
City_32,City_6,1270089
City_32,City_20,911768
City_32,City_56,1209881
City_32,City_35,1311594
City_32,City_48,539019
City_32,City_57,1265089
City_32,City_58,1204776
City_32,City_42,358680
City_32,City_13,1265041
City_32,City_14,1264420
City_32,City_37,657508
City_32,City_30,730600
City_32,City_5,2293083
City_32,City_41,814744
City_32,City_52,1133599
City_32,City_26,766760
City_32,City_21,964816
City_32,City_28,713579
City_32,City_36,762480
City_32,City_44,657355
City_32,City_43,656128
City_32,City_10,881350
City_32,City_33,20891
City_32,City_3,1844520
City_32,City_9,1381158
City_32,City_34,1282073
City_32,City_59,1157887
City_32,City_16,809509
City_32,City_29,722056
City_32,City_8,535684
City_32,City_40,793412
City_32,City_11,1076695
City_32,City_23,595109
City_32,City_4,1396384
City_32,City_25,619652
City_32,City_15,788720
City_32,City_27,652074
City_32,City_55,1992505
City_32,City_39,509385
City_32,City_49,555880
City_32,City_17,801776
City_32,City_38,656370
City_32,City_0,686483
City_32,City_1,707428
City_32,City_22,599924
City_32,City_2,687561
City_32,City_18,800089
City_32,City_50,583568
City_32,City_60,1980977
City_32,City_7,1514501
City_32,City_61,563698
City_33,City_24,770140
City_33,City_47,354910
City_33,City_31,680710
City_33,City_54,2136322
City_33,City_53,2150228
City_33,City_19,899134
City_33,City_12,973274
City_33,City_46,518510
City_33,City_45,516703
City_33,City_51,648175
City_33,City_6,1253494
City_33,City_20,914284
City_33,City_56,1193286
City_33,City_35,1294999
City_33,City_48,541535
City_33,City_57,1237423
City_33,City_58,1188181
City_33,City_42,342085
City_33,City_13,1248433
City_33,City_14,1247825
City_33,City_37,653007
City_33,City_30,711221
City_33,City_5,2276488
City_33,City_41,798149
City_33,City_52,1123166
City_33,City_26,750165
City_33,City_21,967332
City_33,City_28,691281
City_33,City_36,745893
City_33,City_44,640760
City_33,City_43,639533
City_33,City_10,864763
City_33,City_32,21195
City_33,City_3,1827925
City_33,City_9,1364563
City_33,City_34,1265478
City_33,City_59,1141292
City_33,City_16,812025
City_33,City_29,699758
City_33,City_8,513386
City_33,City_40,776817
City_33,City_11,1060100
City_33,City_23,572811
City_33,City_4,1379789
City_33,City_25,597354
City_33,City_15,791237
City_33,City_27,634308
City_33,City_55,1975910
City_33,City_39,504884
City_33,City_49,576282
City_33,City_17,804291
City_33,City_38,650116
City_33,City_0,681982
City_33,City_1,702927
City_33,City_22,577635
City_33,City_2,683060
City_33,City_18,802605
City_33,City_50,603970
City_33,City_60,1960892
City_33,City_7,1497918
City_33,City_61,584100
City_3,City_24,1722124
City_3,City_47,1797093
City_3,City_31,1755191
City_3,City_54,1485138
City_3,City_53,1499035
City_3,City_19,2531107
City_3,City_12,981774
City_3,City_46,1602350
City_3,City_45,1603485
City_3,City_51,2470371
City_3,City_6,1474172
City_3,City_20,2533408
City_3,City_56,1528802
City_3,City_35,681077
City_3,City_48,1833896
City_3,City_57,1575597
City_3,City_58,1510314
City_3,City_42,1491653
City_3,City_13,574595
City_3,City_14,571444
City_3,City_37,1922921
City_3,City_30,1613149
City_3,City_5,1582301
City_3,City_41,1099371
City_3,City_52,1915988
City_3,City_26,1297374
City_3,City_21,2300448
City_3,City_28,1705494
City_3,City_36,1175421
City_3,City_44,1237930
City_3,City_43,1240532
City_3,City_10,1210688
City_3,City_32,1840952
City_3,City_33,1821133
City_3,City_9,1437649
City_3,City_34,695299
City_3,City_59,850689
City_3,City_16,2388667
City_3,City_29,1724988
City_3,City_8,1657754
City_3,City_40,1124330
City_3,City_11,1252074
City_3,City_23,1663010
City_3,City_4,671708
City_3,City_25,1708823
City_3,City_15,2446018
City_3,City_27,1745777
City_3,City_55,1324951
City_3,City_39,1876365
City_3,City_49,2358076
City_3,City_17,2423416
City_3,City_38,1979561
City_3,City_0,1868803
City_3,City_1,1849505
City_3,City_22,1621493
City_3,City_2,1845378
City_3,City_18,2430857
City_3,City_50,2337773
City_3,City_60,1168105
City_3,City_7,1636064
City_3,City_61,2365894
City_9,City_24,849240
City_9,City_47,1674645
City_9,City_31,934563
City_9,City_54,551456
City_9,City_53,565353
City_9,City_19,2269533
City_9,City_12,621980
City_9,City_46,1640409
City_9,City_45,1641325
City_9,City_51,1899278
City_9,City_6,2007296
City_9,City_20,2284682
City_9,City_56,2059696
City_9,City_35,770134
City_9,City_48,1849663
City_9,City_57,2106268
City_9,City_58,2041209
City_9,City_42,1301251
City_9,City_13,980388
City_9,City_14,982999
City_9,City_37,1084205
City_9,City_30,785274
City_9,City_5,931268
City_9,City_41,1402437
City_9,City_52,2319988
City_9,City_26,683822
City_9,City_21,2279919
City_9,City_28,883137
City_9,City_36,845588
City_9,City_44,1275768
City_9,City_43,1278370
City_9,City_10,608039
City_9,City_32,1391963
City_9,City_33,1372144
City_9,City_3,1435385
City_9,City_34,810091
City_9,City_59,1440224
City_9,City_16,2182424
City_9,City_29,906110
City_9,City_8,885381
City_9,City_40,1381108
City_9,City_11,359645
City_9,City_23,867747
City_9,City_4,786118
City_9,City_25,915514
City_9,City_15,2161636
City_9,City_27,895097
City_9,City_55,631638
City_9,City_39,1082831
City_9,City_49,1571217
City_9,City_17,2174691
City_9,City_38,1140622
City_9,City_0,995919
City_9,City_1,976620
City_9,City_22,827959
City_9,City_2,972268
City_9,City_18,2173005
City_9,City_50,1527001
City_9,City_60,2104024
City_9,City_7,2226055
City_9,City_61,1577760
City_34,City_24,1045306
City_34,City_47,1306573
City_34,City_31,1078370
City_34,City_54,1029305
City_34,City_53,1043202
City_34,City_19,2040366
City_34,City_12,325099
City_34,City_46,1213501
City_34,City_45,1214415
City_34,City_51,1904276
City_34,City_6,1487549
City_34,City_20,2042667
City_34,City_56,1539950
City_34,City_35,71915
City_34,City_48,1445045
City_34,City_57,1586523
City_34,City_58,1521462
City_34,City_42,956650
City_34,City_13,274186
City_34,City_14,276797
City_34,City_37,1246100
City_34,City_30,936329
City_34,City_5,1169471
City_34,City_41,949323
City_34,City_52,1893082
City_34,City_26,620330
City_34,City_21,1892136
City_34,City_28,1028673
City_34,City_36,548383
City_34,City_44,848860
City_34,City_43,851462
City_34,City_10,533644
City_34,City_32,1283738
City_34,City_33,1263931
City_34,City_3,688097
City_34,City_9,810328
City_34,City_59,882123
City_34,City_16,1940411
City_34,City_29,1047944
City_34,City_8,980935
City_34,City_40,954200
City_34,City_11,596295
City_34,City_23,986191
City_34,City_4,202534
City_34,City_25,1032004
City_34,City_15,1955498
City_34,City_27,1068958
City_34,City_55,868893
City_34,City_39,1199321
City_34,City_49,1705170
City_34,City_17,1932678
City_34,City_38,1302519
City_34,City_0,1191985
City_34,City_1,1172687
City_34,City_22,944449
City_34,City_2,1168333
City_34,City_18,1940116
City_34,City_50,1661031
City_34,City_60,1463304
City_34,City_7,1674684
City_34,City_61,1711790
City_59,City_24,1333270
City_59,City_47,1048480
City_59,City_31,1326565
City_59,City_54,1905899
City_59,City_53,1919796
City_59,City_19,1782273
City_59,City_12,815610
City_59,City_46,853737
City_59,City_45,854653
City_59,City_51,1748546
City_59,City_6,640976
City_59,City_20,1784574
City_59,City_56,713372
City_59,City_35,948509
City_59,City_48,1085281
City_59,City_57,759944
City_59,City_58,694885
City_59,City_42,764421
City_59,City_13,619850
City_59,City_14,619546
City_59,City_37,1468244
City_59,City_30,1217340
City_59,City_5,2063990
City_59,City_41,321859
City_59,City_52,1100559
City_59,City_26,863064
City_59,City_21,1551833
City_59,City_28,1276867
City_59,City_36,703234
City_59,City_44,489096
City_59,City_43,491698
City_59,City_10,877409
City_59,City_32,1118918
City_59,City_33,1099099
City_59,City_3,850950
City_59,City_9,1443133
City_59,City_34,882655
City_59,City_16,1639833
City_59,City_29,1296138
City_59,City_8,1089052
City_59,City_40,330553
City_59,City_11,1140646
City_59,City_23,1145042
City_59,City_4,1097053
City_59,City_25,1201842
City_59,City_15,1697405
City_59,City_27,1238796
City_59,City_55,1745487
City_59,City_39,1302845
City_59,City_49,1664953
City_59,City_17,1674582
City_59,City_38,1510636
City_59,City_0,1434036
City_59,City_1,1415077
City_59,City_22,1110468
City_59,City_2,1412168
City_59,City_18,1682023
City_59,City_50,1692641
City_59,City_60,841244
City_59,City_7,802869
City_59,City_61,1672771
City_16,City_24,1524959
City_16,City_47,642087
City_16,City_31,1438529
City_16,City_54,2929208
City_16,City_53,2943105
City_16,City_19,165407
City_16,City_12,1772205
City_16,City_46,800076
City_16,City_45,798264
City_16,City_51,645039
City_16,City_6,1423157
City_16,City_20,147166
City_16,City_56,1257111
City_16,City_35,2006477
City_16,City_48,566292
City_16,City_57,1252265
City_16,City_58,1273147
City_16,City_42,1007714
City_16,City_13,1872188
City_16,City_14,1871567
City_16,City_37,1385719
City_16,City_30,1522856
City_16,City_5,3069375
City_16,City_41,1339863
City_16,City_52,883950
City_16,City_26,1561808
City_16,City_21,455089
City_16,City_28,1485617
City_16,City_36,1529049
City_16,City_44,1164112
City_16,City_43,1164532
City_16,City_10,1676398
City_16,City_32,810886
City_16,City_33,812418
City_16,City_3,2443004
City_16,City_9,2176208
City_16,City_34,1940623
City_16,City_59,1679389
City_16,City_29,1480185
City_16,City_8,1325030
City_16,City_40,1318531
City_16,City_11,1872065
City_16,City_23,1384455
City_16,City_4,2121143
City_16,City_25,1408998
City_16,City_15,102962
City_16,City_27,1416671
City_16,City_55,2768796
City_16,City_39,1283758
City_16,City_49,1011438
City_16,City_17,41293
City_16,City_38,1378558
City_16,City_0,1448046
City_16,City_1,1468991
City_16,City_22,1389270
City_16,City_2,1449124
City_16,City_18,75266
City_16,City_50,1062845
City_16,City_60,2431163
City_16,City_7,1531065
City_16,City_61,1009056
City_29,City_24,113126
City_29,City_47,1054040
City_29,City_31,50315
City_29,City_54,1772571
City_29,City_53,1786468
City_29,City_19,1549010
City_29,City_12,802487
City_29,City_46,1080603
City_29,City_45,1081620
City_29,City_51,1063196
City_29,City_6,1622804
City_29,City_20,1570375
City_29,City_56,1571218
City_29,City_35,1055284
City_29,City_48,1232638
City_29,City_57,1615355
City_29,City_58,1566113
City_29,City_42,714090
City_29,City_13,1220849
City_29,City_14,1220228
City_29,City_37,218045
City_29,City_30,123863
City_29,City_5,1912738
City_29,City_41,1075709
City_29,City_52,1759358
City_29,City_26,487347
City_29,City_21,1659314
City_29,City_28,26848
